name,url,state,revenue,growth_%,industry,workers,founded,yrs_on_list,city
Clear Resolution,crctoday.com,Maryland,600000.0,89,Government Services,60,2008,2,Baltimore
Evoke Brand Strategies,ideasthatevoke.com,Wisconsin,400000.0,89,Advertising & Marketing,42,2009,4,Madison
Sun Solar,ussunsolar.com,Missouri,1800000.0,89,Energy,107,2012,4,Springfield
CoAdvantage,coadvantage.com,Florida,500000000.0,89,Human Resources,410,1997,4,Tampa
Monitors.com,monitors.com,Texas,300000.0,89,Health,9,2009,1,Houston
SMS Lodging,smslodging.com,Florida,2200000.0,89,Real Estate,205,2010,3,Miami
Selling Simplified,sellingsimplified.com,Colorado,900000.0,89,Advertising & Marketing,84,2011,4,Greenwood Village
Enlinx,enlinx.com,Utah,3000000.0,89,Logistics & Transportation,126,2011,2,Salt Lake City
Bigcommerce,bigcommerce.com,Texas,9400000.0,89,Software,606,2009,6,Austin
Digital Boardwalk,digitalboardwalk.com,Florida,200000.0,89,IT Management,19,2009,2,Pensacola
Innovative Business Solutions,innovative-business.net,Colorado,900000.0,88,Telecommunications,15,2006,4,Castle Rock
Banyan Technology,banyantechnology.com,Ohio,400000.0,88,Logistics & Transportation,55,2001,2,Westlake
Lizzy Lift,lizzylift.com,Illinois,2400000.0,88,Construction,24,1998,2,Elmhurst
Vital Edge Solutions,vital-edge.com,Virginia,400000.0,88,IT System Development,28,2011,1,Fairfax
Tribal Tech,tribaltechllc.com,Virginia,1700000.0,88,Government Services,91,2010,6,Alexandria
D'Aprile Properties,http://daprileproperties.com,Illinois,1800000.0,88,Real Estate,388,2010,5,Chicago
Infomatics,infomatinc.com,Michigan,1200000.0,88,IT Management,160,1998,8,Farmington Hills
InfoReady,inforeadycorp.com,Michigan,300000.0,88,Software,24,2010,3,Ann Arbor
General Informatics,geninf.com,Louisiana,1300000.0,88,IT Management,70,2001,6,Baton Rouge
True Builders,thetruecorp.com,Florida,800000.0,88,Construction,46,2010,3,Plant City
Natran,natran.com,Texas,200000.0,88,Consumer Products & Services,25,2006,1,Houston
Cuddle Clones,cuddleclones.com,Kentucky,400000.0,88,Consumer Products & Services,50,2011,2,Louisville
ON Partners,onpartners.com,Ohio,2600000.0,88,Human Resources,50,2006,6,Hudson
Roundstone,roundstoneinsurance.com,Ohio,1700000.0,88,Insurance,59,2003,2,Lakewood
First Centennial Mortgage,gofcm.com,Illinois,4400000.0,88,Financial Services,264,1995,3,Aurora
Sunset Transportation,sunsettrans.com,Missouri,16000000.0,88,Logistics & Transportation,130,1989,7,St. Louis
TrafficSafetyStore.com,trafficsafetystore.com,Pennsylvania,2000000.0,88,Manufacturing,35,2002,4,West Chester
P.J. Wallbank Springs,pjws.com,Michigan,3000000.0,88,Manufacturing,160,1982,2,Port Huron
Inteletech Global,inteletechglobal.com,Florida,300000.0,88,IT Management,25,2011,2,Altamonte Springs
Synergy Comp Insurance Company,synergyinsurance.com,Pennsylvania,2300000.0,88,Insurance,34,2005,4,Sharon
Proactive Technologies,proactivetech.net,New York,1100000.0,88,IT Management,46,2007,7,New York
CompuTech City,computechcity.com,Florida,600000.0,88,IT Management,30,2002,1,Longwood
Proforma GPS Global Promotional Sourcing,gpspromotions.com,Nevada,1300000.0,88,Business Products & Services,12,2001,4,Las Vegas
Pediatric Home Healthcare,pediatrichomehealthcare.com,Texas,3900000.0,88,Health,1664,2010,4,Dallas
Rapid Web Services,thesslstore.com,Florida,1400000.0,88,Security,35,2009,5,SAINT PETERSBURG
Goodzer,goodzer.com,Virginia,400000.0,88,Advertising & Marketing,7,2010,1,Reston
Automated Systems Design,asd-usa.com,Georgia,4300000.0,88,IT Management,75,1987,6,Alpharetta
Spectrio,spectrio.com,Florida,4200000.0,88,Advertising & Marketing,230,1986,8,Oldsmar
Buildingstars of Charlotte,buildingstarsofcharlottte,North Carolina,200000.0,88,Business Products & Services,7,2011,1,Charlotte
OnQ Solutions,onqsolutions.com,California,3600000.0,87,Business Products & Services,47,2004,1,Hayward
ReSource Pro,resourcepro.com,New York,9300000.0,87,Insurance,3953,2003,11,New York
Ques Industries,quesinc.com,Ohio,1000000.0,87,Manufacturing,26,1983,4,Cleveland
Titan Growth,titangrowth.com,California,1000000.0,87,Advertising & Marketing,45,2004,8,San Diego
In Time Tec,intimetec.com,Idaho,900000.0,87,Software,37,2009,4,Meridian
Cast Aluminum Solutions,castaluminumsolutions.com,Illinois,2800000.0,87,Manufacturing,118,2010,3,Batavia
GadellNet Technology Solutions,gadellnet.com,Missouri,1200000.0,87,IT Management,85,2003,7,St. Louis
iVenture Solutions,iventuresolutions.com,Florida,2100000.0,87,IT Management,120,2000,10,Jacksonville
Russell Cellular,russellcellular.com,Missouri,42400000.0,87,Retail,1868,1993,9,Battlefield
DP Electric,dpelectric.com,Arizona,6000000.0,87,Construction,350,1990,1,Tempe
strategic HR,strategichrinc.com,Ohio,200000.0,87,Human Resources,18,1995,2,Cincinnati
Coherent Solutions,coherentsolutions.com,Minnesota,4600000.0,87,Software,920,1995,8,St. Louis Park
Hightowers Petroleum Company,hightowerspetroleum.com,Ohio,43400000.0,87,Energy,46,1985,6,Middletown
Percepture,percepture.com,New Jersey,300000.0,87,Advertising & Marketing,5,2004,3,Branchburg
AccelHRate,http://accelhrate.com,Virginia,400000.0,87,Human Resources,4,2014,1,Herndon
Dutch Country Living,dutchcountryliving.com,Iowa,300000.0,87,Retail,14,2012,2,BLOOMFIELD
Hanapin Marketing,hanapinmarketing.com,Indiana,900000.0,87,Advertising & Marketing,66,2004,6,Bloomington
Abadie-Williams,abadie-williams.com,Louisiana,200000.0,87,Engineering,21,2013,2,Metairie
RealJoy Vacations,realjoy.com,Florida,900000.0,87,Real Estate,53,2009,2,Destin
KW Property Management & Consulting,kwpmc.com,Florida,7000000.0,87,Real Estate,1500,2004,1,Miami
UpClear,upclear.com,New York,600000.0,87,Software,33,2007,6,New York
Patrick Accounting and Tax Services,http://patrickaccounting.com,Tennessee,300000.0,87,Financial Services,19,2003,1,Memphis
AltaVista Strategic Partners,altavistasp.com,Maryland,300000.0,87,Advertising & Marketing,18,2011,3,Glen Burnie
Ryan Gootee General Contractors,rggc.com,Louisiana,6400000.0,87,Construction,35,2004,2,Metairie
Schaumburg Specialties,shopcraftracks.com,Illinois,400000.0,87,Manufacturing,21,1983,1,Schaumberg
Cross Country Home Services,cchs.com,Florida,43400000.0,87,Insurance,808,1978,2,Boca Raton
Taoti Creative,taoti.com,District of Columbia,600000.0,87,Advertising & Marketing,47,1996,4,Washington
Tenon Tours,tenontours.com,Massachusetts,700000.0,86,Travel & Hospitality,23,2007,5,Wakefield
Peoples Company,peoplescompany.com,Iowa,700000.0,86,Real Estate,55,1972,2,Clive
Point of Rental Software,pointofrental.com,Texas,1800000.0,86,Software,150,1982,3,Grand Prairie
Reliant Funding,reliantfunding.com,California,6500000.0,86,Financial Services,180,2010,7,San Diego
Kung Fu Tea,kungfutea.com,New York,2200000.0,86,Food & Beverage,71,2010,2,New York
OnSite Fleet,http://onsitefleetmanagement.com,Tennessee,400000.0,86,Logistics & Transportation,196,2014,1,Franklin
Schox Patent Group,http://schox.com,California,600000.0,86,Business Products & Services,11,2009,6,San Francisco
Trapp Technology,trapptechnology.com,Arizona,1300000.0,86,IT Management,75,2007,6,Phoenix
inSeption Group,inseptiongroup.com,Pennsylvania,1400000.0,86,Business Products & Services,72,2011,1,Lansdale
Firehook,http://firehook.com,Virginia,1200000.0,86,Food & Beverage,100,1992,2,Chantilly
Flywheel Brands,flywheelbrands.com,Tennessee,600000.0,86,Advertising & Marketing,20,1981,1,hixson
Badass Brand,badassbeardcare.com,California,300000.0,86,Consumer Products & Services,18,2014,1,El Dorado Hills
Carahsoft Technology,http://carahsoft.com,Virginia,500000000.0,86,Government Services,1000,2004,12,Reston
Aurora Imaging Company,bowstring.tv,Pennsylvania,500000.0,86,Media,35,2001,1,Conshohocken
Gilmore Solutions,gilmoresolutions.com,Kansas,300000.0,86,IT Management,21,2003,1,Sterling
Capital Edge Consulting,capitaledgeconsulting.com,Virginia,1200000.0,86,Government Services,33,2010,4,McLean
Roadway Moving Company,roadwaymoving.com,New York,2200000.0,86,Consumer Products & Services,215,2008,2,New York
Synchrogistics,synchrogistics.com,North Carolina,1900000.0,86,Logistics & Transportation,25,2010,2,Raleigh
TalTeam,talteam.com,Virginia,900000.0,86,IT System Development,68,2011,4,Herndon
memoryBlue,memoryblue.com,Virginia,1200000.0,86,Business Products & Services,140,2002,7,Tysons
TiER1,http://tier1performance.com,Kentucky,3600000.0,86,Business Products & Services,182,2002,13,Covington
vCORE Technology Partners,vcore.com,Arizona,10400000.0,86,IT Management,120,2010,1,Scottsdale
Lithko Contracting,lithko.com,Ohio,70400000.0,86,Construction,2075,1994,3,West Chester
CapTech Ventures,captechconsulting.com,Virginia,19200000.0,86,IT Management,1011,1997,13,Richmond
Best Practice Energy,bestpracticeenergy.com,Rhode Island,400000.0,86,Energy,24,2010,3,Wakefield
Managed Care Advisors,mcacares.com,Maryland,1500000.0,86,Health,115,1997,4,Bethesda
Donaldson Plastic Surgery,donaldsonplasticsurgery.com,Ohio,400000.0,86,Health,10,2008,2,Dublin
Yepremyan Law Firm,vylawfirm.com,California,300000.0,86,Business Products & Services,14,1998,2,Sherman Oaks
MESH(r),meshbr.com,Louisiana,600000.0,86,Advertising & Marketing,26,2003,4,Baton Rouge
Pedigree Technologies,https://www.pedigreetechnologies.com,North Dakota,1700000.0,86,Software,79,2004,8,Fargo
Aligned Technology Solutions,myalignedit.com,Virginia,200000.0,85,IT Management,18,2010,1,Alexandria
AOA,aoabuilds.com,Florida,1100000.0,85,Travel & Hospitality,46,2009,2,Winter Park
Enstoa,enstoa.com,New York,2400000.0,85,Business Products & Services,97,2007,8,New York
Aduro,adurolife.com,Washington,3000000.0,85,Health,198,2001,4,Redmond
Profuse Solutions,psychz.net,California,800000.0,85,IT Management,75,2001,6,Walnut
CWDL CPAs,cwdlcpa.com,California,300000.0,85,Financial Services,20,2013,2,San Diego
Restoration Cleaners,bainterests.com,Texas,600000.0,85,Environmental Services,65,2002,6,Houston
MRG Construction Management,mrgcm.com,Massachusetts,1600000.0,85,Construction,19,2011,3,Peabody
Zters,http://zters.com,Texas,2500000.0,85,Environmental Services,62,2009,1,Houston
IdeaTek Telcom,ideatek.com,Kansas,400000.0,85,Telecommunications,25,1999,6,Buhler
DaySmart Software,daysmart.com,Michigan,1600000.0,85,Software,75,1999,9,Ann Arbor
Global Tee,thefitnessteeco.com,Michigan,400000.0,85,Retail,23,2014,1,Grand Rapids
Canal Capital Management,canalcapitalmanagement.com,Virginia,300000.0,85,Financial Services,7,2011,2,Richmond
TalentLaunch,mytalentlaunch.com,Ohio,10500000.0,85,Human Resources,210,2001,7,Independence
TechStar Group,techstargroup.com,Texas,2400000.0,85,IT System Development,230,2002,2,Irving
Al's Complete Lawn Care,alscompletelawncare.com,Kentucky,800000.0,85,Construction,150,2004,2,Lexington
DeAngelis Diamond,deangelisdiamond.com,Florida,41900000.0,85,Construction,180,1996,4,Naples
g2 Revolution,http://g2rev.com,Illinois,1800000.0,85,Environmental Services,55,2008,7,Lake in the Hills
CMMS Data Group,cmmsdatagroup.com,Illinois,600000.0,85,Software,41,2000,1,Chicago
Soccer Shots Franchising,soccershotsfranchising.com,Pennsylvania,700000.0,85,Consumer Products & Services,25,1999,6,Middletown
Multifamily Utility Company,multifamilyutility.com,California,2200000.0,85,Financial Services,60,2007,6,San Diego
VirTex Enterprises,virtexassembly.com,Texas,7600000.0,85,Manufacturing,530,1999,8,Austin
RentWerx Property Management,rentwerx.com,Texas,200000.0,85,Real Estate,26,2011,1,San Antonio
360 Blue,360blue.com,Florida,2100000.0,85,Travel & Hospitality,150,2008,3,Santa Rosa Beach
inWhatLanguage,inwhatlanguage.com,Utah,400000.0,85,Software,23,2011,2,Salt Lake City
GrowthForce,growthforce.com,Texas,600000.0,85,Business Products & Services,54,2004,4,Kingwood
Optizmo Technologies,optizmo.com,Texas,400000.0,85,Software,14,2009,2,Austin
LegalEASE,legaleaseplans.com,Texas,1100000.0,85,Insurance,60,2003,1,Houston
Beck Partners,teambeck.com,Florida,400000.0,84,Real Estate,40,2014,2,Pensacola
McAllen Valley Roofing,mcallenvalleyroofing.com,Texas,800000.0,84,Construction,43,2012,1,McAllen
Corp2000,corp2000.com,California,500000.0,84,Business Products & Services,14,1979,2,Sacramento
APEX Recovery,apex.rehab,California,200000.0,84,Health,42,2014,1,San Diego
SEJ Services,sejservices.com,South Carolina,1100000.0,84,Business Products & Services,165,2011,1,Mt. Pleasant
Unanet,unanet.com,Virginia,3000000.0,84,Software,152,1988,2,Sterling
Cheba Hut Toasted Subs,chebahut.com,Colorado,2900000.0,84,Food & Beverage,750,1998,2,Ft Collins
Fireking Baking Company,http://fireking.co,Massachusetts,2000000.0,84,Food & Beverage,125,1999,2,BRAINTREE
WatchGuard Video,watchguardvideo.com,Texas,10800000.0,84,Manufacturing,320,2002,5,Allen
Land design studio,stevegriggsdesign.com,New York,300000.0,84,Construction,3,2001,1,Blauvelt
TribalVision,tribalvision.com,Rhode Island,700000.0,84,Advertising & Marketing,63,2010,4,Warwick
Mammoth,mammothhr.com,Oregon,700000.0,84,Human Resources,57,2001,1,Portland
Jade Global,jadeglobal.com,California,3600000.0,84,IT Management,703,2003,9,San Jose
Synergen Health,http://synergenhealth.com,Texas,1100000.0,84,Health,328,2011,5,Dallas
Black-Haak Heating,black-haak.com,Wisconsin,700000.0,84,Construction,50,1956,3,Greenville
Code42,code42.com,Minnesota,11000000.0,84,Software,541,2001,9,Minneapolis
KCL Engineering,kclengineering.com,Iowa,500000.0,84,Engineering,35,2008,2,West Des Moines
Amtel,myamtel.com,Texas,7100000.0,84,Retail,908,2009,2,Grapevine
Koncept Events,http://konceptevents.com,Florida,1600000.0,84,Travel & Hospitality,38,2007,2,Fort Lauderdale
TechOp Solutions International,techopsolutions.com,Virginia,1000000.0,84,Government Services,68,2005,1,Stafford
Infinite Resource Solutions,infiniters.com,Virginia,900000.0,84,IT Management,64,2013,2,Woodstock
Tusk Enterprises,rhinomedical.com,Texas,4300000.0,84,Health,48,2003,4,Arlington
SRS Distribution,http://srsdistribution.com,Texas,300000000.0,84,Consumer Products & Services,3750,2008,6,McKinney
Strong Smiles Dental Care,strongsmilesdental.com,Maryland,400000.0,84,Health,40,2013,3,Edgewater
M&M Productions USA,mmproductionsusa.com,Tennessee,300000.0,84,Business Products & Services,10,1988,1,Oak Ridge
Safe Hiring Solutions,safehiringsolutions.com,Indiana,500000.0,84,Security,40,2004,5,Danville
KMS Technology,kms-technology.com,Georgia,3300000.0,84,IT Management,1002,2009,6,Atlanta
Worldwide Insurance Network,smartchoiceagents.com,North Carolina,11100000.0,84,Insurance,55,1994,1,Greensboro
Oakworth Capital Bank,oakworthcapital.com,Alabama,2800000.0,84,Financial Services,93,2008,3,Birmingham
Gilleard Dental Marketing,gillearddentalmarketing.com,California,400000.0,84,Advertising & Marketing,23,2010,2,Laguna Hills
Outer Banks Blue,outerbanksblue.com,North Carolina,1000000.0,84,Travel & Hospitality,38,2005,6,Kitty Hawk
Edward Marc Brands,http://edwardmarc.com,Pennsylvania,4600000.0,84,Food & Beverage,105,1914,5,Pittsburgh
Contract Solutions,contractsolutions-inc.com,Virginia,400000.0,84,Government Services,46,2006,3,MANASSAS
Automotive Internet Media,aimyes.com,Illinois,300000.0,84,Advertising & Marketing,15,2009,1,La Grange
Leading EDJE,leadingedje.com,Ohio,800000.0,84,IT System Development,70,2007,8,Dublin
Intact Technology,intact-tech.com,Maryland,4600000.0,84,IT Management,95,1994,4,Greenbelt
Vanguard Claims Administration,vanguardclaims.com,New Jersey,400000.0,83,Insurance,80,1997,1,Woodbury
Nomadness,nomadnessrentals.com,Colorado,400000.0,83,Travel & Hospitality,14,2008,3,Steamboat Springs
SmarterChaos.com,smarterchaos.com,Colorado,600000.0,83,Advertising & Marketing,15,2010,5,Castle Rock
Converze Media Group,converzemedia.com,California,5300000.0,83,Advertising & Marketing,27,2009,1,Huntington Beach
Submittable,submittable.com,Montana,1400000.0,83,Software,68,2010,2,Missoula
Peck Brothers Roofing,peckbrothersroofing.com,New Jersey,1700000.0,83,Construction,48,2007,1,Elmwood Park
Whim Hospitality,whimhospitality.com,Texas,1400000.0,83,Business Products & Services,245,2012,4,Dripping Springs
The Clearing,theclearing.com,District of Columbia,1800000.0,83,Business Products & Services,104,2007,6,"Washington, DC"
Lightbridge Academy,lightbridgeacademy.com,New Jersey,5400000.0,83,Consumer Products & Services,1286,1997,1,Iselin
L37 Creative,l37.com,Nevada,900000.0,83,Business Products & Services,27,2013,2,Henderson
Seaway Printing Company,seawayprinting.com,Wisconsin,1100000.0,83,Business Products & Services,52,1884,5,Green Bay
1st Class Real Estate,1stclassrealestate.com,Virginia,600000.0,83,Real Estate,25,2012,1,Virginia Beach
IMS Technology Services,imsts.com,Pennsylvania,3800000.0,83,Business Products & Services,112,1994,7,Garnet Valley
Envision,envisiontees.com,Iowa,400000.0,83,Consumer Products & Services,35,2005,2,Dubuque
BuyBackWorld,buybackworld.com,New York,1000000.0,83,Consumer Products & Services,24,2009,1,Edgewood
C&R,candrpr.com,California,300000.0,83,Advertising & Marketing,17,2009,2,Santa Monica
Modo Modo Agency,modomodoagency.com,Georgia,300000.0,83,Advertising & Marketing,21,2007,3,Atlanta
2020 Teknology,2020teknology.com,Virginia,1000000.0,83,IT Services,24,2012,1,Ashburn
CQ fluency,cqfluency.com,New Jersey,1200000.0,83,Business Products & Services,50,2000,6,Hackensack
International Voyager,internationalvoyager.com,New Jersey,400000.0,82,Travel & Hospitality,28,2002,4,Morristown
Killer Visual Strategies,http://killervisualstrategies.com,Washington,400000.0,82,Advertising & Marketing,29,2010,1,Seattle
Burgos Group,burgosgroup.com,New Mexico,2200000.0,82,Government Services,130,2006,6,Albuquerque
Conservice,conservice.com,Utah,19700000.0,82,Real Estate,1777,2000,12,River Heights
Think Company,http://thinkcompany.com,Pennsylvania,1800000.0,82,Business Products & Services,114,2007,7,Conshohocken
Air Solutions & Balancing,airsolutionsandbalancing.com,New Hampshire,900000.0,82,Construction,78,2002,1,Auburn
Sterling Staffing Solutions,sterlingstaffingsolutions.com,Texas,500000.0,82,Health,38,2011,4,Sugar Land
ClinicalMind,clinicalmind.com,New York,2400000.0,82,Health,51,2012,2,New York
Hollister Construction Services,hollistercs.com,New Jersey,29200000.0,82,Construction,150,2004,7,Parsippany
Acacia,acaciaoriginals.com,Texas,400000.0,82,Manufacturing,16,2007,3,Porter
RTG Medical,rtgmedical.com,Nebraska,6200000.0,82,Health,79,2001,5,Fremont
True Hire,true-hire.com,Ohio,200000.0,82,Human Resources,18,1995,1,Uniontown
The Purple Guys,purpleguys.com,Kansas,700000.0,82,IT Management,41,2001,2,Kansas City
PowerDMS,powerdms.com,Florida,1500000.0,82,Software,103,2001,9,Orlando
ImageWorks,imageworksllc.com,Connecticut,300000.0,82,Advertising & Marketing,12,1997,1,Vernon
Blast Analytics & Marketing,blastam.com,California,1200000.0,82,Advertising & Marketing,51,1999,1,Rocklin
EMEX,emexllc.com,Texas,1600000.0,82,Energy,42,2007,1,Houston
Optimal Design,optimaldesignco.com,Illinois,1100000.0,82,Engineering,49,1997,2,Arlington Heights
The Stem,thestem.com,New York,500000.0,82,Business Products & Services,27,2013,3,Larchmont
Inova Payroll,inovapayroll.com,Tennessee,1500000.0,82,Human Resources,128,2011,4,Nashville
Universal Painting Corporation,universalpainting.com,Florida,600000.0,82,Construction,50,1993,1,Lakeland
Congruity HR,congruityhr.com,North Carolina,21000000.0,82,Human Resources,6195,2011,1,Kernersville
Archer,archerims.com,Pennsylvania,1500000.0,82,Financial Services,74,2000,3,Berwyn
Jacobson Strategic Communications,jacobsonstrategic.com,Pennsylvania,300000.0,82,Advertising & Marketing,48,2010,3,Philadelphia
Thomsen Homes,thomsenhomesllc.com,North Dakota,5900000.0,82,Construction,30,2007,3,Fargo
Rectangle Health,rectanglehealth.com,New York,5700000.0,82,Health,150,1993,1,Valhalla
Zelis Healthcare,zelis.com,New Jersey,37400000.0,82,Health,793,2001,9,Bedminster
Pax Financial Group,paxfg.com,Texas,300000.0,81,Financial Services,20,2007,3,SAN ANTONIO
Culmen International,culmen.com,Virginia,4100000.0,81,Government Services,230,2004,8,Alexandria
SA Photonics,saphotonics.com,California,2700000.0,81,Government Services,80,2002,8,Los Gatos
Saxon Global,saxonglobal.com,Texas,2400000.0,81,IT System Development,292,2000,4,Irving
Amuza,amuzainc.com,California,300000.0,81,Business Products & Services,9,2012,2,San Diego
City Winery,citywinery.com,New York,6700000.0,81,Food & Beverage,1400,2007,4,New York
Twelve Points Wealth Management,twelvepointswealth.com,Massachusetts,300000.0,81,Financial Services,17,2014,1,Concord
Environmental Pest Management,epm1.net,Ohio,200000.0,81,Environmental Services,28,2003,1,Westerville
Adapture,http://adapture.com,Georgia,3800000.0,81,IT Services,17,2013,2,Norcross
Credible Behavioral Health,credibleinc.com,Maryland,3500000.0,81,Software,171,2000,5,Rockville
Connecticut Sealcoating,ctsealcoating.net,Connecticut,500000.0,81,Construction,42,2009,1,waterbury
US Freight,http://gousfreight.com,Ohio,3100000.0,81,Logistics & Transportation,20,2009,4,rocky river
GSI Health,gsihealth.com,Pennsylvania,1200000.0,81,Health,36,2003,3,Philadelphia
Jones Sign Company,jonessign.com,Wisconsin,11000000.0,81,Manufacturing,560,1910,1,De Pere
North Terrace Property Management,northterrace.com,Missouri,200000.0,81,Real Estate,20,2005,1,Kansas City
Thorn Pest Solutions,thornservices.com,Utah,200000.0,81,Business Products & Services,27,2007,1,Pleasant Grove
Land Info Worldwide Mapping,http://landinfo.com,Colorado,400000.0,81,Business Products & Services,6,2004,1,Castle Pines
Triage Medical Staffing,triagestaff.com,Nebraska,8300000.0,81,Health,657,2006,4,Omaha
Global Data Vault,globaldatavault.com,Texas,300000.0,81,IT Services,10,2004,1,Dallas
Boost Payment Solutions,boostb2b.com,New York,400000.0,81,Financial Services,32,2009,1,New York
Smart Chemical Services,smartchemical.com,Texas,7600000.0,81,Energy,225,2008,3,Amarillo
Kanda Software,kandasoft.com,Massachusetts,1200000.0,81,Software,600,1993,4,Newton
Tender Belly,tenderbelly.com,Colorado,1100000.0,81,Food & Beverage,22,2010,5,Denver
RED Group,http://redgroup-llc.com,Louisiana,200000.0,81,Engineering,11,2006,1,New Orleans
SyncShow,syncshow.com,Ohio,200000.0,81,Advertising & Marketing,23,2002,2,Rocky River
Access Information Management,accesscorp.com,Massachusetts,34800000.0,81,IT Management,2144,2004,11,Woburn
NFI Industries,nfiindustries.com,New Jersey,200000000.0,81,Logistics & Transportation,10600,1932,1,Cher
ReferralExchange,referralexchange.com,California,3200000.0,81,Real Estate,140,2005,2,San Francisco
Mindgrub Technologies,mindgrub.com,Maryland,800000.0,81,Software,76,2002,7,Baltimore
NTE Energy,nteenergy.com,Florida,2300000.0,81,Energy,28,2009,6,St. Augustine
Starnes Media,starnes.media,Alabama,400000.0,81,Media,32,2008,4,Birmingham
Impekable,impekable.com,California,300000.0,81,Software,35,2012,2,San Jose
CCS Technology Group,ccstechnologygroup.com,Illinois,300000.0,81,IT Management,19,2013,2,Rolling Meadows
Trillion Technology Solutions,ttsiglobal.com,Virginia,900000.0,81,IT System Development,100,2004,2,Reston
Mark-it Express,mark-itexpress.com,Illinois,3800000.0,81,Logistics & Transportation,50,2009,4,Lemont
GetWireless,getwirelessllc.com,Minnesota,6700000.0,81,Telecommunications,40,2001,9,Eden Prairie
Rentex Audio Visual & Computer Rentals,rentex.com,Massachusetts,5800000.0,80,Computer Hardware,350,1980,6,Canton
Infogressive,infogressive.com,Nebraska,400000.0,80,Security,25,2006,3,Lincoln
Swanktek,http://swanktek.com,New Jersey,2400000.0,80,IT Services,185,2006,1,Nutley
Annkissam,annkissam.com,Massachusetts,700000.0,80,Software,55,2007,3,Boston
Kaufman Development,livekaufman.com,Ohio,2200000.0,80,Real Estate,50,2011,4,Columbus
Tempco Glass Fabrication,tempcoglass.com,New York,800000.0,80,Manufacturing,57,2013,1,Flushing
MedSpeed,medspeed.com,Illinois,10800000.0,80,Health,2123,1999,3,Elmhurst
Evolve IP,evolveip.net,Pennsylvania,10600000.0,80,IT System Development,400,2007,7,Wayne
Davenport Theatrical Enterprises,davenporttheatrical.com,New York,300000.0,80,Media,10,2004,1,New York
Fractl,frac.tl,Florida,800000.0,80,Advertising & Marketing,100,2012,2,Delray Beach
Simeio Solutions,simeiosolutions.com,Georgia,5200000.0,80,Security,476,2007,3,Atlanta
HomeSpec BasementFix,basementfix.com,Michigan,600000.0,80,Construction,56,1994,3,Westland
Brilliant Ink,brilliantink.com,New York,300000.0,80,Business Products & Services,10,2008,1,New York
SMG,http://sunflowermg.com,Mississippi,300000.0,80,Health,9,2010,1,Charleston
Clarity Partners,claritypartners.com,Illinois,2800000.0,80,IT System Development,150,2004,7,Chicago
Lewis-Price & Associates,lewisprice.com,Virginia,1300000.0,80,Human Resources,99,2003,1,McLean
Sceptre Hospitality Resources (SHR),shr.global,Texas,1200000.0,80,Travel & Hospitality,90,1987,7,Houston
IntelliWare,intelliwaresystems.com,Virginia,3400000.0,80,Government Services,221,2005,3,Fredericksburg
Express Logistics,exp-logistics.com,Iowa,4100000.0,80,Logistics & Transportation,75,2013,3,Waukee
Hostek.com,hostek.com,Oklahoma,800000.0,80,IT Management,46,1998,2,Tulsa
ExIT Technologies,exittechnologies.com,Florida,600000.0,80,Computer Hardware,17,1989,2,Naples
Jarrett Logistics Systems,jarrettlogistics.com,Ohio,11900000.0,80,Logistics & Transportation,131,1999,14,Orrville
Cadenza Innovation,cadenzainnovation.com,Connecticut,300000.0,80,Energy,26,2012,1,Bethel
Acuity Systems,acuitys.com,Virginia,1100000.0,80,IT System Development,20,2010,2,Herndon
Brothers International Desserts,brothersdesserts.com,California,3900000.0,80,Food & Beverage,180,1973,1,Santa Ana
Vitality Medical,vitalitymedical.com,Utah,3400000.0,80,Health,47,2000,6,COTTONWD HTS
LegitScript,legitscript.com,Oregon,1500000.0,80,Business Products & Services,104,2007,1,Portland
Flores Financial Services,flores-financial.com,California,600000.0,80,Business Products & Services,91,1982,1,Santee
The Heyl Group at Keller Williams,heylrealestate.com,Texas,400000.0,80,Real Estate,13,2010,5,Austin
ATIS Elevator Inspections,atis.com,Missouri,1000000.0,80,Business Products & Services,142,2013,2,St. Louis
Innovative Commercial Environments,icesd.com,California,1000000.0,80,Business Products & Services,22,2006,6,San Diego
Sonwil Distribution and Logistics,sonwil.com,New York,8500000.0,80,Logistics & Transportation,700,1962,1,Buffalo
Dots,dots.co,New York,2700000.0,80,Consumer Products & Services,56,2013,1,Brooklyn
Barrett Distribution Centers,barrettdistribution.com,Massachusetts,11100000.0,79,Logistics & Transportation,570,1941,11,Franklin
Verity Commercial,http://veritycommercial.com,Virginia,400000.0,79,Real Estate,19,2010,3,Reston
Bevilacqua Research,brc2.com,Alabama,5300000.0,79,Government Services,316,1992,8,Huntsville
Timo's Air Conditioning & Heating,timos.com,California,600000.0,79,Construction,30,1998,3,Thousand Palms
Symmetrix Solutions,http://symxsol.com,Colorado,900000.0,79,IT Management,49,2012,2,Greenwood Village
WizeHive,wizehive.com,Pennsylvania,500000.0,79,Software,50,2008,1,Conshohocken
AEC Group,aecgroup.com,Pennsylvania,9800000.0,79,IT Services,123,1992,4,Oakdale
Learn on Demand Systems,learnondemandsystems.com,Florida,1100000.0,79,Business Products & Services,53,2004,1,New Port Richey
Cenero,cenero.com,Pennsylvania,5000000.0,79,Business Products & Services,203,2000,6,Malvern
Proven IT,provenit.com,Illinois,6100000.0,79,Business Products & Services,254,2003,5,Tinley Park
