name,url,state,revenue,growth_%,industry,workers,founded,yrs_on_list,city
Triumph Services,http://triumphjobs.com,Virginia,300000.0,129,Human Resources,35,2008,2,Henrico
Gant Systems,gantsystems.com,Tennessee,300000.0,129,IT Management,20,2007,2,Bartlett
Studio98,studio98.com,Florida,300000.0,129,Advertising & Marketing,24,2007,1,Clearwater
Boomsourcing,boomsourcing.com,Utah,1200000.0,129,Business Products & Services,645,2007,4,Lehi
BirdDogHR,birddoghr.com,Iowa,1000000.0,129,Software,70,1997,5,Des Moines
Texadia Systems,texadiasystems.com,Texas,1000000.0,129,Engineering,39,2013,1,Dallas
thomastech,thomastechllc.com,Ohio,700000.0,129,Computer Hardware,21,2007,2,Medina
ROI Healthcare Solutions,roihs.com,Georgia,5300000.0,129,Health,75,1999,3,Atlanta
Output,output.com,California,800000.0,129,Software,30,2013,2,Los Angeles
CTE Logistics,ctelogistics.com,Washington,1300000.0,129,Logistics & Transportation,30,2009,7,Sumner
Level Access,levelaccess.com,Virginia,2400000.0,129,Software,166,1997,2,Vienna
California CareGivers Home Healthcare,californiacaregivers.net,California,700000.0,129,Health,190,2012,2,Sacramento
Excella Consulting,excella.com,Virginia,7100000.0,129,IT System Development,300,2002,6,Arlington
How to Manage a Small Law Firm,http://howtomanageasmalllawfirm.com,Florida,1100000.0,129,Business Products & Services,32,2009,5,Miami
The Auxiliary Group,tag.aero,Florida,1800000.0,129,Logistics & Transportation,18,2009,5,WINTER GARDEN
Weisser Distributing,weisserdistributing.com,South Dakota,6500000.0,129,Consumer Products & Services,145,1978,5,Tea
Snap Agency,snapagency.com,Minnesota,200000.0,129,Advertising & Marketing,22,2010,2,Minneapolis
American Insurance Organization,aiosales.com,Pennsylvania,3000000.0,129,Insurance,60,2005,4,Nazareth
Mayvin,mayvin.com,Virginia,2600000.0,129,Government Services,145,2008,6,Annandale
Sustainable Restaurant Group,sustainablerestaurantgroup.com,Oregon,1500000.0,129,Food & Beverage,305,2008,1,Portland
The Sheppard,thesheppard.com,California,800000.0,129,Advertising & Marketing,18,2007,1,Glendale
Wheelhouse DMG,wheelhousedmg.com,Washington,600000.0,129,Advertising & Marketing,44,2010,4,Seattle
Alpha Paving Industries,alphapaving.com,Texas,3000000.0,128,Construction,90,2012,4,Round Rock
GreenBanana SEO,greenbananaseo.com,Massachusetts,600000.0,128,Advertising & Marketing,18,2009,3,Beverly
Singleton Enterprises,maxmechanical.com,Texas,400000.0,128,Construction,17,1995,1,Arlington
Engage PEO,engagepeo.com,Florida,3300000.0,128,Human Resources,151,2011,4,Hollywood
Delta Defense,uscca.com,Wisconsin,7100000.0,128,Media,260,2003,8,West Bend
Developintelligence,http://developintelligence.com,Colorado,800000.0,128,Education,20,2003,6,lafayette
Roofcare,roofcare.us,New Mexico,900000.0,128,Construction,82,2008,2,Albuquerque
Select Security,selectsecurity.com,Pennsylvania,4400000.0,128,Security,350,2003,5,Lancaster
Real People Realty,joinrpr.com,Illinois,1000000.0,128,Real Estate,547,2001,1,Mokena
TruePoint Communications,truepointagency.com,Texas,300000.0,128,Advertising & Marketing,13,2006,2,Dallas
SketchDeck,http://sketchdeck.com,California,400000.0,128,Software,18,2014,1,San Jose
Tiempo Development,tiempodevelopment.com,Arizona,2100000.0,128,Software,386,2005,7,Tempe
ConnectPay,connectpayusa.com,Massachusetts,500000.0,128,Business Products & Services,57,2008,1,Foxborough
Promoboxx,promoboxx.com,Massachusetts,700000.0,128,Advertising & Marketing,65,2010,2,Boston
Pondurance,pondurance.com,Indiana,700000.0,128,IT Management,54,2008,3,Indianapolis
Four Foods Group,fourfoodsgroup.com,Utah,18100000.0,128,Food & Beverage,4500,2009,8,Pleasant Grove
Advanced Flooring,advancedflooringny.com,New York,2000000.0,128,Construction,18,2013,2,valley cottage
Filterworks USA,filterworksusa.com,Florida,1400000.0,128,Business Products & Services,35,1988,3,Deerfield Beach
Fonteva,fonteva.com,Virginia,2000000.0,128,Software,150,2010,6,Arlington
Fors Marsh Group,forsmarshgroup.com,Virginia,4800000.0,128,Government Services,215,2002,7,Arlington
The Nines,http://shopthenines.com,Minnesota,300000.0,128,Retail,17,2013,1,DETROIT LAKES
HMT Associates,hmtassociates.com,Ohio,1000000.0,127,Advertising & Marketing,54,2002,2,Cleveland
US Patriot,uspatriottactical.com,South Carolina,6900000.0,127,Retail,295,2000,4,Columbia
nLogic,nlogic.com,Alabama,4800000.0,127,Government Services,285,2005,10,Huntsville
Docmation,docmation.com,Georgia,1000000.0,127,IT System Development,79,2011,2,Atlanta
Patriot Pool and Spa,patriotpoolandspa.com,Texas,300000.0,127,Consumer Products & Services,34,2006,2,Austin
Downtown Catering Company,downtowncateringcompany.com,South Carolina,200000.0,127,Food & Beverage,90,2003,1,Bluffton
PowerReviews,powerreviews.com,Illinois,2500000.0,127,Software,161,2006,2,Chicago
Local Marketing Solutions Group,lmsg.co,Illinois,600000.0,127,Advertising & Marketing,47,2012,2,Rolling Meadows
Evans Incorporated,http://evansincorporated.com,Virginia,1600000.0,127,Government Services,60,1994,6,Falls Church
Design Extensions,designextensions.com,Florida,200000.0,127,Advertising & Marketing,14,1999,1,Saint Augustine
Bold Construction,buildboldnc.com,North Carolina,900000.0,127,Construction,17,1997,3,Chapel Hill
ReedTMS Logistics,reedtms.com,Florida,20500000.0,127,Logistics & Transportation,300,1996,1,Tampa
Sales Empowerment Group,salesempowermentgroup.com,Illinois,600000.0,127,Business Products & Services,65,2009,5,Chicago
MarkSYS,themarksys.com,California,3100000.0,127,Advertising & Marketing,64,2011,4,Rocklin
IT Support RI,itsupportri.com,Rhode Island,200000.0,127,IT Management,16,2002,1,North Smithfield
Excel Services,excelservices.biz,Kentucky,2800000.0,127,Construction,122,2006,4,Louisville
Keyser,keyserco.com,Arizona,1100000.0,127,Real Estate,50,2013,1,Scottsdale
Cutting Edge Countertops,cectops.com,Ohio,2300000.0,127,Construction,191,2006,1,Perrysburg
Aventri,aventri.com,Connecticut,3000000.0,127,Software,380,2008,1,norwalk
Erus Energy,erusenergy.com,Arizona,5500000.0,127,Energy,240,2004,2,Phoenix
Accucomp Appraisal Services,accucompllc.com,Indiana,600000.0,127,Real Estate,6,2011,1,Fort Wayne
Envisage,envisageinc.com,Massachusetts,600000.0,126,IT Management,45,2010,1,Marlborough
Buzz Franchise Brands,buzzfranchisebrands.com,Virginia,1900000.0,126,Consumer Products & Services,26,2012,3,Virginia Beach
Kyriba,kyriba.com,California,11300000.0,126,Software,627,2000,7,San Diego
"Schaal Plumbing, Heating & Cooling",callschaalyaall.com,Iowa,1100000.0,126,Construction,47,1956,3,Des Moines
Southeast Veterinary Neurology,sevneurology.com,Florida,700000.0,126,Consumer Products & Services,55,2010,1,Miami
Upper Edge Technologies,upperedgetech.com,Arkansas,400000.0,126,Consumer Products & Services,44,2011,1,West Memphis
Spire Digital,spiredigital.com,Colorado,1200000.0,126,Software,77,1998,3,Denver
EPIC Insurance Brokers & Consultants,epicbrokers.com,California,39300000.0,126,Insurance,1330,2007,6,San Francisco
Axiom Eco Pest Control,axiompest.com,Oregon,500000.0,126,Consumer Products & Services,46,2008,2,Milwaukie
FedBiz IT Solutions,fedbizit.com,Virginia,5900000.0,126,Government Services,11,2011,4,Leesburg
Local Loyalty Marketing Solutions NC,leadsnearby.com,North Carolina,200000.0,126,Advertising & Marketing,23,2010,1,Cary
Edge,edgeservicing.com,Utah,3600000.0,126,Consumer Products & Services,326,2008,5,Orem
Alpha Premier,alpharoofingtexas.com,Texas,300000.0,126,Construction,4,2014,1,Round Rock
Jack Browns Joint,jackbrownsjoint.com,Alabama,1600000.0,126,Food & Beverage,325,2009,1,Birmingham
Sandler Partners,sandlerpartners.com,California,9100000.0,126,Telecommunications,66,2003,10,California
EngeniusMicro,engeniusmicro.com,Alabama,300000.0,126,Government Services,18,2007,1,Huntsville
Enscicon,enscicon.com,Colorado,1400000.0,126,Engineering,145,1994,3,Denver
Janus International Group,janusintl.com,Georgia,48400000.0,126,Manufacturing,1098,2002,6,Temple
Kumparison,compareinsurancequotes.com,Colorado,300000.0,126,Advertising & Marketing,20,2011,2,Evergreen
RxNT,rxnt.com,Maryland,1600000.0,126,Software,50,1999,1,Annapolis
MileMark Media,milemarkmedia.com,Florida,300000.0,125,Advertising & Marketing,9,2014,2,Tampa
SleepQuest,sleepquest.com,California,1300000.0,125,Health,75,1993,2,San Carlos
CardioSolution,cardiosolution.com,Ohio,2200000.0,125,Health,124,2011,3,Cincinnati
Abenity,abenity.com,Tennessee,700000.0,125,Business Products & Services,25,2007,5,Franklin
Echo Health,echohealthinc.com,Ohio,14900000.0,125,Health,92,1997,7,WESTLAKE
Rank Crankers,rankcrankers.com,Minnesota,200000.0,125,Advertising & Marketing,22,2009,1,Minneapolis
Mojo Media Labs,mojomedialabs.com,Texas,200000.0,125,Advertising & Marketing,21,2007,1,Irving
Engelke Construction Solutions,engelkecs.com,Ohio,4600000.0,125,Construction,59,2002,4,Brunswick
Silverline,silverlinecrm.com,New York,5000000.0,125,IT System Development,299,2009,6,New York
Heartsmart.com,http://heartsmart.com,Connecticut,2900000.0,125,Health,16,2010,4,New Milford
Xyngular,xyngular.com,Utah,11200000.0,125,Consumer Products & Services,141,2009,4,Lehi
CollabraLink Technologies,collabralink.com,Virginia,4500000.0,125,Government Services,267,2009,8,McLean
Score a Score,scoreascore.com,California,400000.0,125,Media,7,2010,4,Los Angeles
APIC Solutions,apicnm.com,New Mexico,1600000.0,125,Construction,132,2012,1,Albuquerque
Portable Oxygen Solutions,portableoxygensolutions.com,North Carolina,300000.0,125,Health,5,2013,2,Charlotte
Agile Velocity,agilevelocity.com,Texas,700000.0,125,Business Products & Services,15,2010,3,Austin
Reflex Sales Group,reflexsalesgroup.com,California,900000.0,125,Business Products & Services,4,2011,4,Thousand Oaks
OAC Services,oacsvcs.com,Washington,3100000.0,125,Construction,145,1955,2,Seattle
Culinary Eye Catering and Events,culinaryeye.com,California,400000.0,125,Food & Beverage,124,2010,2,San Francisco
Payroll4Construction.com,payroll4construction.com,Ohio,1100000.0,125,Financial Services,52,2006,3,Strongsville
Great Hire,greathirehr.com,California,1400000.0,125,Human Resources,15,2012,1,La Mirada
Union Home Mortgage,unionhomemortgage.com,Ohio,15600000.0,125,Financial Services,1173,1970,4,Strongsville
TDK Technologies,tdktech.com,Missouri,2200000.0,125,IT System Development,151,2001,3,Chesterfield
Prosper Consulting,learncodinganywhere.com,Oregon,200000.0,124,Education,60,2014,1,Portland
InfraWare,infraware.com,Indiana,1200000.0,124,Software,117,2003,3,Terre Haute
Owen Jones and Partners,whoisowenjones.com,Oregon,600000.0,124,Advertising & Marketing,41,2002,1,Portland
Objectstream,objectstream.com,Oklahoma,900000.0,124,Government Services,103,2004,4,Oklahoma City
Chemlock Nutrition,chemlocknutrition.com,Ohio,1100000.0,124,Food & Beverage,7,2010,2,Cincinnati
Nomadic Real Estate,nomadicrealestate.com,District of Columbia,500000.0,124,Real Estate,32,2005,2,Washington
Keller Williams Realty Capital District,kwcapitaldistrict.com,New York,2000000.0,124,Real Estate,9,2007,2,Latham
Sunrise Erectors,sunriseerectors.com,Massachusetts,9200000.0,124,Construction,312,1996,1,Canton
Lindmark Outdoor Media,lindmarkoutdoormedia.com,Oklahoma,900000.0,124,Advertising & Marketing,13,1999,1,Norman
Doberman Technologies,doberman.net,Michigan,200000.0,124,IT Management,11,2005,1,Mason
LA Solar Group,la-solargroup.com,California,2600000.0,124,Energy,88,2012,4,Van Nuys
AR Solutions,arsolinc.com,Delaware,400000.0,123,IT Management,30,2009,1,Claymont
Kopis,kopisusa.com,South Carolina,600000.0,123,Software,43,1999,1,Greenville
Yes&,yesandagency.com,Virginia,1600000.0,123,Advertising & Marketing,68,1985,2,Alexandria
Aligne Wealth Preservation & Insurance Services,http://alignewealth.com,California,200000.0,123,Financial Services,7,2011,1,Los Angeles
365 Retail Markets,365retailmarkets.com,Michigan,5200000.0,123,Software,184,2009,4,Troy
Virtus Partners,virtusllc.com,Texas,7000000.0,123,Financial Services,419,2005,1,Houston
Snap Install,snap-install.com,Minnesota,800000.0,123,Consumer Products & Services,33,2011,1,Maple Grove
FirstClose,firstclose.com,Texas,1200000.0,123,Real Estate,36,2000,4,Austin
Ecotone,ecotoneinc.com,Maryland,1500000.0,123,Environmental Services,75,1998,3,Forest Hill
Shaw + Scott,shawscott.com,Washington,1100000.0,123,Advertising & Marketing,93,2009,5,Seattle
Busch Global,buschglobal.com,Texas,900000.0,123,Business Products & Services,250,2012,3,Lakeway
Protocol Networks,protocolnetworks.com,Rhode Island,500000.0,123,IT Management,28,2000,1,Johnston
R & Y A/C Compressors,rycompressors.com,Florida,500000.0,123,Manufacturing,26,1989,1,North Miami Beach
The Cutting Board Company,cuttingboardcompany.com,Georgia,300000.0,123,Manufacturing,18,2002,2,Norcross
SiteLock,sitelock.com,Arizona,4900000.0,123,Security,203,2008,3,Scottsdale
The Indigo Road Hospitality Group,theindigoroad.com,South Carolina,4800000.0,123,Food & Beverage,960,2009,1,Charleston
Siteline Interior Carpentry,sitelineinc.com,Illinois,4700000.0,123,Construction,199,2003,1,Chicago
FCP Euro,fcpeuro.com,Connecticut,4600000.0,123,Consumer Products & Services,89,2001,6,Milford
Sophus IT Solutions,sophusinfo.com,Washington,700000.0,123,IT Management,142,2010,3,ISSAQUAH
Crimcheck Holdings,crimcheck.com,Ohio,800000.0,122,Business Products & Services,42,2014,3,Brunswick
US,us-incorporated.com,Maryland,500000.0,122,Manufacturing,22,2008,1,Beltsville
Miguel Lopez Jr.,lopezinc.com,Florida,1700000.0,122,Construction,58,1989,2,Pembroke Pines
Stream Logistics,streamlogistics.com,Arizona,3100000.0,122,Logistics & Transportation,46,2012,3,Scottsdale
Allegheny Science & Technology,alleghenyst.com,West Virginia,4500000.0,122,Government Services,200,2009,6,Bridgeport
Romaric Automation Design,romariccorp.com,Utah,300000.0,122,Software,10,2001,1,Sandy
Marathon TS,marathonts.com,Virginia,2300000.0,122,Government Services,200,2010,6,Sterling
Cummings Creative Group,ccgideas.com,Alabama,600000.0,122,Advertising & Marketing,18,1991,1,Birmingham
Claimify (formerly Lucens Group),claimify.com,Massachusetts,200000.0,122,Insurance,10,2013,1,Wilmington
Ruby Receptionists,callruby.com,Oregon,4700000.0,122,Telecommunications,583,2003,8,Portland
Bay State Search,baystatesearch.com,Massachusetts,1400000.0,122,Human Resources,16,2013,3,BOSTON
TechLink Services,techlinksvc.net,Oregon,1200000.0,122,Business Products & Services,61,2008,5,Bend
Decisiv,decisiv.com,Virginia,1900000.0,122,Software,102,2001,3,Glen Allen
Bay to Bay Properties,baytobayproperties.com,Florida,7500000.0,122,Construction,62,2003,1,Safety Harbor
MYCA Material Handling Solutions,mycahandling.com,North Carolina,4900000.0,122,Business Products & Services,30,2004,2,Cary
Pillar Properties,pillarproperties.com,Washington,6900000.0,122,Real Estate,68,2012,5,Seattle
Swift Straw II,swiftstraw.com,Georgia,3600000.0,122,Consumer Products & Services,67,2011,5,Atlanta
Mid America Pet Food,victorpetfood.com,Texas,8500000.0,122,Manufacturing,115,2007,2,Mt Pleasant
Maantic,maantic.com,California,1800000.0,122,IT System Development,90,2009,3,Sunnyvale
Paragon Healthcare,paragonhealthcare.com,Texas,32600000.0,121,Health,644,2002,4,Dallas
ten24,ten24web.com,Massachusetts,400000.0,121,Software,28,2008,2,Worcester
Grassburger,eatgrassburger.com,Colorado,200000.0,121,Food & Beverage,50,2014,1,Durango
The Haro Group of Keller Williams Real Estate,theresnoplacelikegreenville.com,South Carolina,200000.0,121,Real Estate,19,2010,2,Greenville
Media Bridge Advertising,mediabridgeadvertising.com,Minnesota,2300000.0,121,Advertising & Marketing,18,2010,4,Minneapolis
Golden Reserve,goldenreserve.com,Ohio,400000.0,121,Financial Services,10,2011,2,Dublin
Distrivalto USA / Holstein Housewares,holsteinhousewares.com,Florida,2000000.0,121,Consumer Products & Services,14,1998,1,Miami
HispaniSpace,thinknowresearch.com,California,300000.0,121,Advertising & Marketing,15,2011,1,Burbank
PrinterLogic,printerlogic.com,Utah,2100000.0,121,Software,184,2001,3,St. George
Rockway Exhibits + Events,rockwayexhibits.com,Florida,500000.0,121,Advertising & Marketing,25,2011,1,Orlando
HigherGround Managed Services,highergroundmsp.com,Illinois,500000.0,121,IT Management,30,2004,1,Rolling Meadows
Tidewater Fleet Supply,tidewaterfleetsupply.com,Virginia,6100000.0,121,Logistics & Transportation,200,1953,7,Norfolk
Medical Solutions,medicalsolutions.com,Nebraska,48100000.0,121,Health,514,2001,12,Omaha
Bean Group,beangroup.com,New Hampshire,4900000.0,121,Real Estate,22,2003,8,PORTSMOUTH
RevLocal,revlocal.com,Ohio,3600000.0,121,Advertising & Marketing,376,1998,6,Granville
Brink,http://brink.com,Arizona,300000.0,121,Advertising & Marketing,22,2001,2,Tucson
Allixo,allixo.com,Washington,300000.0,121,IT Management,21,2009,2,Mount Vernon
Rentec Direct,rentecdirect.com,Oregon,400000.0,121,Software,13,2009,3,Grants Pass
Professional Enrollment Concepts,pecinsuresource.com,Texas,900000.0,121,Human Resources,55,2012,3,Houston
Qiigo,qiigo.com,Georgia,800000.0,121,Advertising & Marketing,61,2006,5,Roswell
Chrome River,chromeriver.com,California,4800000.0,121,Software,474,2007,8,Los Angeles
Sender One Climbing,sender.one,California,600000.0,121,Consumer Products & Services,150,2012,2,Santa Ana
Jane.com,jane.com,Utah,18500000.0,121,Consumer Products & Services,175,2011,5,Lehi
Lumiere Children's Therapy,lumierechild.com,Illinois,300000.0,121,Health,45,2009,1,Chicago
Affiliated Communications dba Alert Communications,alertcommunications.com,California,1700000.0,120,Business Products & Services,256,1965,3,Camarillo
City Brew Tours,citybrewtours.com,Massachusetts,200000.0,120,Travel & Hospitality,42,2008,2,Watertown
Mountain Showcase Group,mountainshowcase.com,North Carolina,400000.0,120,Consumer Products & Services,37,1996,3,Hendersonville
